sample_id,source_name,pattern,curve_id,load_case,deployment,source_stiff,curve_final_stiff,rel_stiff_error,secant_stiff_cv,secant_change_ratio,max_linearity_error,force_final,expected_final_load,disp_final,disp_min,disp_max
miura_00008,miura,1,1,bending,0.6,2650.17092496789,2700.265650768498,0.018902450905582478,0.005708187966248216,0.019069433889166598,0.018551776854381266,39.7525638745184,39.7525638745184,0.0147217233471843,0.0001875307284661,0.0147217233471843
miura_00008,miura,1,2,bending,0.9,3197.13297805199,3216.5403016099103,0.006070227197664202,0.0018730808949502663,0.005914062087028604,0.006033601863532288,47.9569946707798,47.9569946707798,0.014909495972047,0.0001874708957114,0.014909495972047
miura_00008,miura,1,3,axial,0.3,62164.6987230109,68636.19439859786,0.10410242160783555,0.02795382803469428,0.10259627254994563,0.09428692444695279,932.470480845163,932.470480845163,0.0135856961332957,0.0001872442239571,0.0135856961332957
miura_00008,miura,1,4,axial,0.6,100070.294457203,116389.32914648423,0.16307571370503351,0.04265280926482125,0.1604798574995705,0.1402107461994439,1501.05441685804,1501.05441685804,0.0128968388070083,0.0001870815207619,0.0128968388070083
miura_00008,miura,1,5,axial,0.9,450372.345177969,665718.3556700677,0.47815105167481503,0.10851602247443137,0.46677537472709574,0.3234791539965061,6755.58517766953,6755.58517766954,0.0101478126900524,0.0001860570220139,0.0101478126900524
miura_00009,miura,1,0,bending,0.3,164919.225992508,50675.06143851609,0.6927279937584829,0.4023262401517554,0.692551413518343,2.25444550654574,2473.78838988762,2473.78838988762,0.0488166825981861,0.0001876077507692,0.0488166825981861
miura_00009,miura,1,1,bending,0.6,50627.6409180823,46909.94372434855,0.07343216326727814,0.023319099616285605,0.07341641169410906,0.079251793939034,759.414613771234,759.414613771234,0.0161887769090855,0.0001875031874838,0.0161887769090855
miura_00009,miura,1,2,bending,0.9,24354.4658821746,24472.7642551449,0.0048573585453533475,0.0014485117775854181,0.004853985253669979,0.004833878663519903,365.316988232619,365.316988232619,0.0149274918200472,0.0001874993705652,0.0149274918200472
miura_00009,miura,1,3,axial,0.3,9943.96183939382,10731.04401204947,0.07915176922115279,0.022446896288572316,0.07976557047094412,0.07334628129116481,149.159427590907,149.159427590907,0.0138998057806325,0.000187606646477,0.0138998057806325
miura_00009,miura,1,4,axial,0.6,20389.0455757056,25264.602469860514,0.23912629338395042,0.062382643961190504,0.23834947735799328,0.19297975893233332,305.835683635584,305.835683635584,0.012105303616015,0.0001873824550769,0.012105303616015
