sample_id,source_name,source_row,pattern,m,n,tcrease,tpanel,W,creaseE,panelE,bendstiff30,bendstiff60,bendstiff90,axialstiff30,axialstiff60,axialstiff90
miura_00033,miura,33,1,24,9,0.0009317939129491,0.0019335400220298,0.0014879791819967,1362140429.08355,3663048019.41355,44674.0003623712,14517.6014356342,9328.43732282531,35601.9579234465,58335.1812788473,310837.687479786
miura_00034,miura,34,1,24,12,0.0009835119846836,0.0011835042276842,0.0038765184515351,3920104173.96148,4613292605.44328,3964.64264839284,1661.78889059403,2721.67709964363,44161.3056604628,72183.8647770627,362090.210003843
miura_00035,miura,35,1,30,12,0.0007318816255898,0.0032448876681212,0.0021299392420491,1310153498.01913,1446390627.37365,40025.9422566473,11653.7980415133,5162.03003707197,15729.765865366,26450.6261115696,170530.837052222
miura_00036,miura,36,1,36,12,0.0005401604801435,0.0022236545078382,0.0019699455435458,3249583973.55825,2679171557.91421,30811.7245945715,9328.56602005074,4771.86183646127,19873.1276478085,32443.3562523103,185223.53651269
miura_00037,miura,37,1,36,12,0.0008109656881832,0.0032455728824088,0.0027067617271118,4842381691.93259,1637323158.7,40950.8132219546,11874.9649907092,5087.02255392306,67422.8329342612,103179.33903719,386346.012875701
miura_00038,miura,38,1,36,12,0.0006084677179052,0.0014902522285354,0.0029100658643094,1389171773.44797,4214957649.50961,10684.5557248204,3644.48356354118,3111.39118127595,8567.17843022968,14289.7238950572,98895.0662423629
miura_00039,miura,39,1,36,9,0.0005959396740683,0.0018283517543869,0.0015586986071257,4137732071.01306,3810212451.31261,48855.3769507129,15282.9667750001,7516.17901233739,40024.9422443962,62397.5147399508,263647.962986762
miura_00041,miura,41,1,30,6,0.000939081676022,0.0012268366513177,0.0023092445814189,4691120432.26819,4277935403.33599,22223.7856047007,7753.99412186294,5905.63743195356,81176.9898091549,121254.053165076,317338.409521635
miura_00042,miura,42,1,30,9,0.000655367808138,0.0031503934259137,0.0039008326623588,1700881402.71313,1939324998.07219,44316.2360968663,13946.520059401,7443.91357306018,8408.96509131191,14684.461541361,115944.145925958
miura_00043,miura,43,1,30,12,0.0006173802770848,0.0021789967266418,0.0023927749520218,3942452094.36384,2263095173.63229,18283.9864222427,5868.56208479862,3849.23233133544,24037.203415871,39096.6001159805,213093.501725334
miura_00044,miura,44,1,30,12,0.000802218505993,0.0036818196194723,0.0038436789017305,1038236219.65479,4363974920.11674,100760.456144273,30420.664157234,15516.7273413399,11108.0789883101,20901.4666070051,258232.718934981
